popularity,original_title,director,runtime,genres,production_companies,release_date,vote_average,release_year,budget_adj,revenue_adj
2.575711,Mortdecai,David Koepp,106,Comedy|Adventure,Lionsgate|Mad Chance|OddLot Entertainment|Huayi Brothers Media,2015-01-21,5.3,2015,55199975.7120106,27985062.8865723
2.557859,The Danish Girl,Tom Hooper,120,Drama,Pretty Pictures|Working Title Films|ArtÃ©mis Productions|Le Tax Shelter du Gouvernement FÃ©dÃ©ral de Belgique|Taxshelter. be,2015-11-27,7.3,2015,13799993.9280026,59056175.1752829
2.550747,Blackhat,Michael Mann,133,Mystery|Crime|Action|Thriller|Drama,Universal Pictures|Forward Pass|Legendary Pictures,2015-01-13,5.0,2015,64399971.6640124,16332697.613613
2.487849,Sicario,Denis Villeneuve,121,Action|Crime|Drama|Mystery|Thriller,Lionsgate|Thunder Road Pictures|Black Label Media,2015-09-17,7.1,2015,27599987.8560053,77303716.7063646
2.487042,Fantastic Four,Josh Trank,100,Action|Adventure|Science Fiction,Twentieth Century Fox Film Corporation|Marv Films|Marvel Entertainment|Constantin Film.|Moving Picture Company (MPC),2015-08-05,4.4,2015,110399952.34402,154539320.322699
2.46449,The Witch,Robert Eggers,92,Mystery|Horror,Parts and Labor|RT Features|Rooks Nest Entertainment|Maiden Voyage Pictures|Pulse Films,2015-03-24,5.8,2015,3219998.58320062,37190013.0363942
2.404473,Spy,Paul Feig,120,Action|Comedy|Crime,Twentieth Century Fox Film Corporation|Chernin Entertainment|Feigco Entertainment,2015-05-06,6.9,2015,59799973.6880115,216812826.082356
2.395366,Focus,Glenn Ficarra|John Requa,105,Romance|Comedy|Crime|Drama,Kramer & Sigman Films|RatPac-Dune Entertainment|Zaftig Films,2015-02-25,6.7,2015,46091979.7195289,141645863.63582
2.354654,Hitman: Agent 47,Aleksander Bach,96,Action|Crime|Thriller,Twentieth Century Fox Film Corporation|Fox International Productions|Infinite Frameworks Studios|TSG Entertainment,2015-08-20,5.5,2015,32199985.8320062,75759810.1856835
2.345821,In the Heart of the Sea,Ron Howard,122,Thriller|Drama|Adventure|Action|History,Imagine Entertainment|Spring Creek Productions|Warner Bros.|Roth Films|K. JAM Media,2015-11-20,6.4,2015,91999959.5200178,86315059.3813738
2.331636,Survivor,James McTeigue,96,Crime|Thriller|Action,Nu Image Films|Winkler Films|Millennium Films|Survivor Productions,2015-05-21,5.4,2015,18399991.9040035,
2.331567,Creed,Ryan Coogler,133,Drama,New Line Cinema|Warner Bros.|Metro-Goldwyn-Mayer (MGM)|Chartoff-Winkler Productions,2015-11-25,7.3,2015,32199985.8320062,126900665.803707
2.31767,Trainwreck,Judd Apatow,125,Comedy,Universal Pictures|Fuji Television Network|Dentsu|Apatow Productions,2015-07-17,6.1,2015,32199985.8320062,129532072.565888
2.29573,Eye in the Sky,Gavin Hood,102,Drama|Thriller|War,Entertainment One|Moonlighting Films|Raindog Films,2015-09-11,7.2,2015,11959994.7376023,30220316.9030605
2.28135,Legend,Brian Helgeland,131,Crime|Thriller,Working Title Films|Cross Creek Pictures|Anton Capital Entertainment (ACE),2015-09-09,6.7,2015,22999989.8800044,39535137.0845396
2.272044,Beyond the Reach,Jean-Baptiste LÃ©onetti,95,Thriller,Furthur Films,2015-04-17,5.5,2015,,42223.3814217121
2.234573,Pan,Joe Wright,111,Adventure|Family|Fantasy,Warner Bros.|Moving Picture Company (MPC)|Berlanti Productions|RatPac-Dune Entertainment,2015-09-24,5.9,2015,137999939.280026,118117202.42843
2.165433,Mythica: The Darkspore,Anne K. Black,108,Action|Adventure|Fantasy,Arrowstorm Entertainment,2015-06-24,5.1,2015,,
2.141506,Me and Earl and the Dying Girl,Alfonso Gomez-Rejon,105,Comedy|Drama,Indian Paintbrush,2015-06-12,7.7,2015,,
2.140199,The Peanuts Movie,Steve Martino,88,Adventure|Animation|Comedy|Family,Blue Sky Studios|Twentieth Century Fox Animation|Feigco Entertainment,2015-11-05,6.4,2015,91079959.9248176,226534364.284879
2.121884,Concussion,Peter Landesman,123,Drama,Village Roadshow Pictures|Scott Free Productions|LStar Capital|The Cantillon Company|The Shuman Company,2015-11-12,6.9,2015,32199985.8320062,44733666.5571867
2.096273,The Night Before,Jonathan Levine,100,Comedy,Sony Pictures|Point Grey Pictures|Good Universe,2015-11-20,6.1,2015,22999989.8800044,48204295.1101101
2.080935,Knock Knock,Eli Roth,99,Drama|Horror|Thriller,Universum Film (UFA)|Dragonfly Entertainment|Black Bear Pictures|Square One Entertainment|Sobras International Pictures,2015-06-26,4.8,2015,2299998.98800044,4796917.44935632
2.070708,The Longest Ride,"George Tillman, Jr.",128,Romance|Drama,Fox 2000 Pictures|Temple Hill Entertainment,2015-04-09,7.3,2015,31279986.236806,57972193.012235
2.060162,Hotel Transylvania 2,Genndy Tartakovsky,89,Animation|Comedy|Family,Columbia Pictures|Sony Pictures Animation,2015-09-21,6.8,2015,73599967.6160142,428888671.768984
2.055572,Love the Coopers,Jessie Nelson,107,Family|Comedy,Imagine Entertainment|Groundswell Productions|CBS Films,2015-11-12,5.3,2015,15639993.118403,22079990.2848042
2.049886,The Walk,Robert Zemeckis,123,Adventure|Drama|Thriller,TriStar Pictures|Sony Pictures Entertainment|ImageMovers,2015-09-30,6.8,2015,32199985.8320062,56287361.8735607
2.026651,Tracers,Daniel Benmayor,94,Action|Crime|Drama,Temple Hill Entertainment|Senator Film|Freerunning|Melbarken|Saban Films,2015-01-15,5.9,2015,10119995.5472019,1714249.04573042
2.000338,Vacation,John Francis Daley|Jonathan M. Goldstein,99,Adventure|Comedy,New Line Cinema|BenderSpink|David Dobkin Productions,2015-07-28,6.1,2015,28519987.4512055,96033410.7052992
1.984529,Poltergeist,Gil Kenan,93,Horror|Thriller,Ghost House Pictures|Vertigo Entertainment|Metro-Goldwyn-Mayer (MGM)|TSG Entertainment,2015-05-20,5.0,2015,32199985.8320062,87802915.846717
1.980039,Maggie,Henry Hobson,95,Horror,Lionsgate|Grindstone Entertainment Group|Silver Reel|Sly Predator|Matt Baer Films,2015-05-08,5.1,2015,3679998.38080071,172142.964257095
1.959765,Equals,Drake Doremus,101,Drama|Romance|Science Fiction,Scott Free Productions|Infinite Frameworks Studios|Freedom Media|Route One Entertainment,2015-09-04,5.6,2015,,1839999.19040035
1.95632,Child 44,Daniel Espinosa,137,Crime|Thriller,Summit Entertainment|Scott Free Productions|Worldview Entertainment,2015-03-15,5.9,2015,45999979.7600089,3058382.2543118
1.926739,The Gift,Joel Edgerton,108,Thriller|Mystery,Blumhouse Productions|Blue-Tongue Films|STX Entertainment|Ahimsa Films,2015-07-30,6.6,2015,4599997.97600089,54260336.8854517
1.904898,Daddy's Home,Sean Anders,96,Comedy,Paramount Pictures|Gary Sanchez Productions|Good Universe|Red Granite Pictures,2015-12-25,5.7,2015,45999979.7600089,221131463.342156
1.876037,Mythica: The Necromancer,A. Todd Smith,0,Fantasy|Action|Adventure,Arrowstorm Entertainment|Camera 40 Productions|Bellpond Films,2015-12-19,5.4,2015,,
1.872696,Vice,Brian A Miller,96,Thriller|Science Fiction|Action|Adventure,Grindstone Entertainment Group|K5 International|Emmett/Furla Films|Aperture Entertainment,2015-01-16,4.1,2015,9199995.95200178,
1.865007,The Little Prince,Mark Osborne,92,Adventure|Animation|Fantasy,Onyx Films|Orange Studios|CityMation|On Entertainment|Zippcast Films,2015-07-29,7.5,2015,58879974.0928114,89765510.5031753
1.841779,Alvin and the Chipmunks: The Road Chip,Walt Becker,92,Adventure|Animation|Comedy|Family,Regency Enterprises|Fox 2000 Pictures|Sunswept Entertainment|Bagdasarian Productions|TSG Entertainment,2015-12-17,5.7,2015,,215055014.135793
1.82313,The Dressmaker,Jocelyn Moorhouse,118,Drama,Amazon Studios|Film Art Media|Apollo Media,2015-10-01,6.9,2015,10975595.1707381,16872792.5759712
1.758618,The DUFF,Ari Sandel,100,Romance|Comedy,Wonderland Sound and Vision|CBS Films|Vast Entertainment,2015-02-20,6.8,2015,7819996.55920151,40046325.6596167
1.742286,Sinister 2,Ciaran Foy,97,Horror,Alliance Films|Blumhouse Productions|IM Global|Automatik Entertainment|Entertainment One,2015-08-19,5.5,2015,9199995.95200178,48651435.1533685
1.73518,Paul Blart: Mall Cop 2,Andy Fickman,94,Action|Adventure|Comedy|Family,Columbia Pictures|Happy Madison Productions|Sony Pictures Releasing|Sony Pictures Home Entertainment|Sony Pictures Entertainment (SPE),2015-04-16,5.3,2015,27599987.8560053,98989419.0846556
1.72471199999999,Frozen Fever,Chris Buck|Jennifer Lee,8,Adventure|Animation|Family,Walt Disney Pictures|Walt Disney Animation Studios,2015-03-09,7.0,2015,,
1.661789,High-Rise,Ben Wheatley,119,Action|Drama|Science Fiction,Ingenious Media|HanWay Films|Scope Pictures|Recorded Picture Company (RPC)|Northern Ireland Screen,2015-09-26,5.4,2015,,
1.65107799999999,The Boy Next Door,Rob Cohen,91,Thriller,Universal Pictures|Nuyorican Productions|Blumhouse Productions|Smart Entertainment,2015-01-23,3.9,2015,3679998.38080071,46150034.4539848
1.646664,Spooks: The Greater Good,Bharat Nalluri,104,Thriller|Action,BBC Films|Isle of Man Film|Shine Pictures|Kudos Film and Television|Pinewood Pictures,2015-04-11,5.6,2015,,
1.532997,Entourage,Doug Ellin,104,Comedy,Warner Bros.|Closest to the Hole Productions,2015-06-03,6.2,2015,27599987.8560053,45322311.7381828
1.510096,The Wedding Ringer,Jeremy Garelick,101,Comedy,Miramax Films|Screen Gems|LStar Capital,2015-01-16,6.5,2015,21159990.689604,73415857.2970227
1.499614,Scouts Guide to the Zombie Apocalypse,Christopher B. Landon,93,Comedy|Horror,Paramount Pictures|Oops Doughnuts Productions|Broken Road Productions|Brucks Entertainment,2015-10-23,6.2,2015,13799993.9280026,13671898.7043645
1.495112,The Visit,M. Night Shyamalan,94,Horror|Thriller,Blumhouse Productions|Blinding Edge Pictures,2015-09-10,5.9,2015,4599997.97600089,90574017.1874324
1.48324599999999,Black Mass,Scott Cooper,122,Crime|Drama,Infinitum Nihil|Head Gear Films|Cross Creek Pictures|Free State Pictures|RatPac-Dune Entertainment,2015-09-04,6.3,2015,48759978.5456094,91793583.3708233
1.449072,Heist,Scott Mann,93,Crime|Action|Thriller,Emmett/Furla Films|Silver Plane Films|Mass Hysteria Entertainment|Tri Vision Pictures,2015-11-13,5.4,2015,8187996.39728158,46125.0997049561
1.448002,Krampus,Michael Dougherty,98,Horror|Comedy|Fantasy,Universal Pictures|Legendary Pictures,2015-11-26,5.9,2015,13799993.9280026,56624785.5250943
1.443406,Dark Places,Gilles Paquet-Brenner,113,Drama|Mystery|Thriller,Denver and Delilah Productions|Mandalay Vision|Exclusive Media Group|Hugo Productions|Cuatro Plus Films,2015-03-31,5.7,2015,18399991.9040035,191900.875563614
1.41239,No Escape,John Erick Dowdle,103,Action|Thriller,Bold Films|Living Films|Brothers Dowdle Productions,2015-08-26,6.7,2015,4599997.97600089,50065340.2112503
1.40805,Dope,Rick Famuyiwa,103,Crime|Drama|Comedy,Forest Whitaker's Significant Productions|Revolt Films|IamOTHER Entertainment,2015-06-19,7.3,2015,643999.716640124,16547831.2389542
1.388251,American Ultra,Nima Nourizadeh,96,Comedy|Action,Concorde Filmverleih|Likely Story|FilmNation Entertainment|Circle of Confusion|The Bridge Finance Company,2015-08-19,5.9,2015,25759988.6656049,25951426.7813722
1.388032,Woman in Gold,Simon Curtis,120,Drama,BBC Films|Origin Pictures,2015-04-10,7.3,2015,10119995.5472019,56690166.2163268
1.38032,The Scorpion King: The Lost Throne,Mike Elliott,105,Action|Fantasy|Adventure,Universal Pictures,2015-01-09,4.5,2015,,
1.376605,Sisters,Jason Moore,118,Comedy,Little Stranger,2015-12-18,5.9,2015,27599987.8560053,96610126.2515444
1.360926,Project Almanac,Dean Israelite,106,Science Fiction|Thriller,Paramount Pictures|MTV Films|Platinum Dunes|Insurge Pictures,2015-01-30,6.3,2015,11039995.1424021,29668368.6659177
1.360827,Absolutely Anything,Terry Jones,85,Comedy|Science Fiction,Premiere Picture|Bill and Ben Productions|GFM films,2015-06-26,5.8,2015,,4774472.21923222
1.355822,The Transporter Refueled,Camille Delamarre,96,Thriller|Action|Crime,EuropaCorp,2015-09-03,5.3,2015,22999989.8800044,66819266.9995225
1.345982,Crimson Peak,Guillermo del Toro,119,Mystery|Thriller|Fantasy|Horror|Drama,Legendary Pictures,2015-10-13,6.4,2015,50599977.7360098,68705406.0096213
1.342839,Everly,Joe Lynch,90,Thriller|Action,"Crime Scene Pictures|Radius-TWC|Anonymous Content|Vega, Baby!",2015-01-23,5.1,2015,,
1.338481,Magic Mike XXL,Gregory Jacobs,115,Comedy|Drama|Music,Warner Bros.|Iron Horse Entertainment (II),2015-07-01,6.3,2015,13615994.0089626,112619962.887216
1.338322,Paranormal Activity: The Ghost Dimension,Gregory Plotkin,88,Horror|Thriller,Paramount Pictures|Blumhouse Productions,2015-10-21,5.0,2015,9199995.95200178,71851557.1453148
1.329702,Slow West,John Maclean,84,Romance|Thriller|Western,The New Zealand Film Commission|Film4|See Saw Films|DMC Films,2015-04-16,6.6,2015,,210766.387262789
1.316239,Trumbo,Jay Roach,124,Drama,Groundswell Productions|Inimitable Pictures|ShivHans Pictures,2015-10-27,7.2,2015,13799993.9280026,7576804.78620589
1.315266,Secret in Their Eyes,Billy Ray,111,Crime|Drama|Mystery,Ingenious Media|Gran Via Productions|IM Global|Route One Films,2015-10-14,6.2,2015,17939992.1064034,29614535.8096042
1.29314,Mistress America,Noah Baumbach,84,Comedy,RT Features,2015-08-14,6.4,2015,,2300395.50782597
1.291013,The SpongeBob Movie: Sponge Out of Water,Paul Tibbitt,93,Family|Animation,Paramount Pictures|Nickelodeon Movies|Nickelodeon Animation Studios|United Plankton Pictures|Disruption Entertainment,2015-02-05,5.7,2015,68079970.0448131,286666383.306791
1.284541,True Story,Rupert Goold,100,Crime|Drama|Mystery,Plan B Entertainment|Regency Enterprises|New Regency Pictures,2015-04-17,6.0,2015,,4342117.4894683
1.278928,Max,Boaz Yakin,111,Adventure|Drama|Family,Sunswept Entertainment|Warner Bros.|Metro-Goldwyn-Mayer (MGM),2015-06-26,7.0,2015,18399991.9040035,40449856.802063
1.25358,Shaun the Sheep Movie,Mark Burton|Richard Starzack,85,Family|Animation|Comedy|Adventure,Aardman Animations|Studio Canal|Anton Capital Entertainment (ACE),2015-02-05,6.9,2015,,54923975.8334506
1.251681,Louder Than Bombs,Joachim Trier,109,Drama,Motlys|Arte France CinÃ©ma|Animal Kingdom,2015-05-18,6.3,2015,10119995.5472019,
1.245224,A Perfect Day,Fernando LeÃ³n de Aranoa,106,Comedy|Drama,Reposado Producciones|TelevisiÃ³n EspaÃ±ola (TVE)|Mediapro,2015-08-28,6.3,2015,,1566237.67085542
1.225325,The Gunman,Pierre Morel,115,Action|Drama|Crime,StudioCanal|Silver Pictures|TF1 Films Production|Canal+|Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA),2015-02-16,5.6,2015,36799983.8080071,9811564.7629115
1.191138,Unfriended,Levan Gabriadze,82,Horror|Thriller,Bazelevs Production|Blumhouse Productions,2015-04-17,5.6,2015,919999.595200178,57851497.3453411
1.178831,Hot Pursuit,Anne Fletcher,87,Action|Crime|Comedy,New Line Cinema|Warner Bros.|Metro-Goldwyn-Mayer (MGM)|Pacific Standard,2015-05-08,5.5,2015,32199985.8320062,47545763.9998638
1.164724,Insidious: Chapter 3,Leigh Whannell,97,Drama|Horror|Thriller,Sony Pictures,2015-06-04,6.3,2015,9199995.95200178,95959500.6978197
1.161812,Z for Zachariah,Craig Zobel,97,Drama|Science Fiction|Thriller,Palomar Pictures|Lucky Hat Entertainment|Silver Reel|Material Pictures|Zik Zak Kvikmyndir,2015-08-13,5.5,2015,,109004.312038102
1.144808,Dragonheart 3: The Sorcerer's Curse,Colin Teague,97,Action|Adventure|Fantasy,Raffaella Productions,2015-02-24,4.5,2015,,
1.142518,The Lady in the Van,Nicholas Hytner,104,Comedy|Drama,BBC Films|TriStar Productions,2015-11-13,5.9,2015,5519997.57120106,38076655.2862716
1.138395,Victor Frankenstein,Paul McGuigan,109,Drama|Science Fiction|Thriller,Twentieth Century Fox Film Corporation|Davis Entertainment|Moving Picture Company (MPC)|TSG Entertainment,2015-11-10,5.5,2015,36799983.8080071,31489100.3047958
1.128081,Brothers of the Wind,Gerado Olivares|Otmar Penker,98,Adventure|Drama|Family,Terra Mater Factual Studios,2015-12-24,7.5,2015,,
